id,created_at,text
900538270869843968,2017-08-24 02:00:29,"When someone is lying to you, they're not telling you the truth."
900492918921809920,2017-08-23 23:00:16,Chicken fingers are not actually a chicken's fingers.
900175858358472704,2017-08-23 02:00:23,You were born on your birthday.
900130626501783552,2017-08-22 23:00:39,You can skydive without a parachute. But only once.
899813460934053888,2017-08-22 02:00:21,"Unlike humans, dogs generally have four legs."
899768269732802560,2017-08-21 23:00:47,You're on twitter.
899451040361304064,2017-08-21 02:00:13,Sex is the number one cause of birth.
899405743421521920,2017-08-20 23:00:14,A day without sunshine is like... night.
898726250084270080,2017-08-19 02:00:10,"Shorts are like pants, but shorter."
898680910073049088,2017-08-18 23:00:00,Triangles and squares are not the same shape.
898363840190181376,2017-08-18 02:00:04,There's a skeleton inside your body right now.
898318708774391809,2017-08-17 23:00:44,Hot chocolate is not a chilled beverage.
898001588698177536,2017-08-17 02:00:37,"If you close your eyes for three seconds, you will have spent the last three seconds of your life with your eyes closed."
897956300226576385,2017-08-16 23:00:39,Running faster than everyone else can help you win a race.
897639090463617025,2017-08-16 02:00:11,Females don't have a penis.
897593746023383040,2017-08-15 23:00:00,Take your age and add 5 to it. That is your age in 5 years.
897276758235512832,2017-08-15 02:00:24,The Great Wall of China is in China.
897231467260129280,2017-08-14 23:00:26,Panda bears don't drive.
896189507648851973,2017-08-12 02:00:03,"If you add the numbers 2 and 2 together, you won't get 5."
896144463663214592,2017-08-11 23:01:04,One day you will die.
895827165555589122,2017-08-11 02:00:14,100% of divorced men were married.
895782017379520512,2017-08-10 23:00:50,Dying is the #1 cause of death in the world.
895464797512380417,2017-08-10 02:00:19,Belts are a great way to hold your pants up.
895419667279491072,2017-08-09 23:00:59,"Under your clothes, you're naked."
895102439367610368,2017-08-09 02:00:26,Canadian people are from Canada.
895057205959024640,2017-08-08 23:00:41,Getting hurt is painful.
894739997445804032,2017-08-08 02:00:13,People have trouble breathing underwater.
894694766260211712,2017-08-07 23:00:29,Being healthy is good for your health.
893652877004095488,2017-08-05 02:00:23,Tomorrow is not Christmas.
893607482030923776,2017-08-04 23:00:00,Homosexuals are gay.
893290433597583360,2017-08-04 02:00:10,Sharks can't climb trees.
893245274658922501,2017-08-03 23:00:43,I always live one day at a time since days only happen one at a time.
892928100257980417,2017-08-03 02:00:23,"Every 60 seconds in Africa, one minute passes by."
892882804060672000,2017-08-02 23:00:24,Sunburns are normally caused by the sun.
892565618838433792,2017-08-02 02:00:01,"If the shoe fits, it’s the right size."
892520319642107905,2017-08-01 23:00:01,Ice water is cold.
892203259871539200,2017-08-01 02:00:08,"The word ""Potato"" is the only word in the English language that begins with ""p"" and ends with ""otato""."
892157979713261568,2017-07-31 23:00:12,Breaking the law is illegal.
892099610507829248,2017-07-31 19:08:16,Your parents are not virgins.
891116079686311936,2017-07-29 02:00:04,You know it's hot outside when you walk outside and it's hot.
891070944227323908,2017-07-28 23:00:43,"Dwayne ""The Rock"" Johnson isn't an actual rock."
890753710929969153,2017-07-28 02:00:08,Throwing a brick at a window is a good way to break it.
890708410219589632,2017-07-27 23:00:08,Poo smells like shit.
890391312708534272,2017-07-27 02:00:06,If you stop breathing you will die.
890346100359647233,2017-07-26 23:00:26,A strawberry is not the same as a brick.
890029036533153792,2017-07-26 02:00:32,Homeless people do not have homes.
889983780475285508,2017-07-25 23:00:43,"In a year from now, you'll be a year older than you are today."
889666575699202048,2017-07-25 02:00:15,"If you call a carrot, it won't answer."
889621234492870656,2017-07-24 23:00:05,Food is the number one cure for hunger.
889304250072920064,2017-07-24 02:00:30,Fish are really good swimmers.
889258934409859072,2017-07-23 23:00:26,"Every 60 seconds in Africa, one minute passes by."
889122945490010114,2017-07-23 14:00:03,You are reading this tweet.
888941854343008256,2017-07-23 02:00:28,Rain usually contains water.
888896490747330560,2017-07-22 23:00:12,Studies have shown that people who have more birthdays live longer.
888760707868753920,2017-07-22 14:00:39,There are 6 beers in a six pack of beer.
888579367743389701,2017-07-22 02:00:04,"When you mix the color red with red, you get red."
888534059617591296,2017-07-21 23:00:02,"If you are drunk, you are not sober."
888217019094577153,2017-07-21 02:00:14,Crack cocaine is bad for your health.
888171697362403330,2017-07-20 23:00:08,The day you were born is known as your birthday.
887854691043999744,2017-07-20 02:00:28,"If you fill a bottle of water, take it into a dark room and pour the water on the floor, you've just wasted your time."
887809292228845572,2017-07-19 23:00:04,Twitter is addicting.
887492217199316993,2017-07-19 02:00:08,Tigers can potentially kill a newborn human baby.
887446898692567041,2017-07-18 23:00:03,Adolf Hitler did not like Jews.
887129889547186176,2017-07-18 02:00:22,Your parents had sex.
887084563880710145,2017-07-17 23:00:15,Trees don't have kidneys.
886767504017817602,2017-07-17 02:00:22,You are less likely to have children if your parents didn't have children.
886722200522432512,2017-07-16 23:00:21,Research shows that 100% of people reading this tweet aren't dead.
886586422823714820,2017-07-16 14:00:49,"If it looks like a duck, sounds like a duck, and walks like a duck, it's not a horse."
886405100176121857,2017-07-16 02:00:19,Your chances of getting into an accident increase significantly when you drive on the wrong side of the road.
886359819489349632,2017-07-15 23:00:23,An STD is not a good birthday present.
886223920139046912,2017-07-15 14:00:22,"Using ""airplane mode"" does not turn your phone into an airplane."
886042659428630529,2017-07-15 02:00:06,Snoop Dogg is not actually a dog.
885997389143826432,2017-07-14 23:00:13,Most people tend to eat breakfast before they eat dinner.
885680268144779264,2017-07-14 02:00:05,Committing suicide may result in death.
885635092756017153,2017-07-13 23:00:35,Dead people tend not to complain about parking tickets.
885317857395040257,2017-07-13 02:00:00,Research has proven that the moon is not actually made out of cheese.
885272749782028289,2017-07-12 23:00:45,You can't read this tweet with both eyes closed.
884955470867378176,2017-07-12 02:00:00,Cats and children should not be kept in the refrigerator.
884910277321535488,2017-07-11 23:00:25,People who like Spider-Man don't necessarily like spiders.
884593158121807876,2017-07-11 02:00:18,Sharks eat more people than potatoes do.
884547873421111297,2017-07-10 23:00:21,World War 2 was after World War 1.
884230717047287808,2017-07-10 02:00:05,Alligators are not good house pets.
884185396741058564,2017-07-09 23:00:00,The Milky Way galaxy is not actually made of milk.
884049688026112000,2017-07-09 14:00:45,"A study shows 100% of the time, water will get you wet."
883868356490690560,2017-07-09 02:00:12,Crocs will help you retain your virginity.
883823077938868224,2017-07-08 23:00:17,Oceans are full of water.
883687140923772928,2017-07-08 14:00:07,If you cut your hair it gets shorter.
883505948651900928,2017-07-08 02:00:07,"If this tweet gets 1,000 retweets then it will have been retweeted 1,000 times."
883460785451798531,2017-07-07 23:00:39,"If you take your age and minus 5, that's how old you were 5 years ago."
883143674821050369,2017-07-07 02:00:34,Trees don't have eyeballs.
882781226024742913,2017-07-06 02:00:20,Baby oil isn't actually made from babies.
882735964476624897,2017-07-05 23:00:29,Cheetahs are faster than turtles.
882418802478198784,2017-07-05 02:00:11,A similarity between raccoons and humans is that both are injured when hit by a car.
882373561586987008,2017-07-04 23:00:25,Fire is generally hot.
882056381339250689,2017-07-04 02:00:03,Dead people don't make good dance partners.
882011188397211648,2017-07-03 23:00:28,Antarctica is cold.
881694062411120640,2017-07-03 02:00:20,A human is not a tree.
881648794131202048,2017-07-02 23:00:27,Hamburgers are not actually made of ham.
881512857933828096,2017-07-02 14:00:17,Older brothers tend to be older than younger brothers.
881331622733381633,2017-07-02 02:00:07,Getting shot in the head is bad for your health.
881286419502817280,2017-07-01 23:00:30,Your funeral will not start without you.
881150694442622976,2017-07-01 14:01:11,We will have flying cars when cars fly.
880969320725172226,2017-07-01 02:00:28,Goldfish are not made of gold.
880923923419942913,2017-06-30 23:00:04,"If you drop your cat from 30,000 feet, there's a high chance it won't meow anymore."
880606947484905474,2017-06-30 02:00:31,"In ""Harry Potter"" the main character is Harry Potter."
880561674649976833,2017-06-29 23:00:37,It's easier to see the sun during the daytime than it is at night.
880244509891842050,2017-06-29 02:00:19,Sunscreen will not work if you eat it.
880199332183592961,2017-06-28 23:00:48,Bananas cannot legally drive vehicles in the United States.
879882055483629568,2017-06-28 02:00:04,"The dinosaurs seen in the movie ""Jurassic World"" are not real."
879836920133685248,2017-06-27 23:00:42,"If you have a sandwich, and you eat half of it, you will have half a sandwich left."
879519665302712324,2017-06-27 02:00:03,"""Age"" is not a number, it's a word."
879474512450007041,2017-06-26 23:00:38,"Humans sometimes keep animals in their homes. They're often referred to as ""pets."""
879157391228637186,2017-06-26 02:00:30,If you eat crayons you should probably stop eating crayons.
879111979033657348,2017-06-25 23:00:03,Disneyland is more fun than jail.
878976146200776704,2017-06-25 14:00:18,"If you die, you can't eat ice cream anymore."
878794910849261569,2017-06-25 02:00:08,If you pour water on your hands you have wet hands.
878749580145430528,2017-06-24 23:00:00,If you are allergic to peanuts you shouldn't eat peanuts.
878613696108515329,2017-06-24 14:00:03,Staring directly at the sun is not good for your eyes.
878432563014115329,2017-06-24 02:00:18,"Open your eyes. Do you see anything? Congrats, you're not blind."
878387224525635584,2017-06-23 23:00:08,Bottled water contains water.
878070100607197184,2017-06-23 02:00:00,Living people are more likely to breathe.
878024972060446720,2017-06-22 23:00:40,Don't set your house on fire.
877707846967713793,2017-06-22 02:00:32,"The more food you eat, the less likely you are to be hungry."
877662504956043265,2017-06-21 23:00:22,"If you hate sarcasm, avoid asking dumb questions."
877345329179275264,2017-06-21 02:00:01,Adult dogs tend to be older than puppies.
877300181280182277,2017-06-20 23:00:37,TV is short for television.
876983029100621824,2017-06-20 02:00:22,You can't read this tweet with both eyes closed.
876937840474640385,2017-06-19 23:00:48,If you keep your socks dry they won't get wet.
876575269833895938,2017-06-18 23:00:04,Alcohol will get you drunk.
876439366893277185,2017-06-18 14:00:03,You are not a turtle.
876258217822740480,2017-06-18 02:00:13,Studies have shown that people who have experienced more birthdays tend to be older.
876212968211582976,2017-06-17 23:00:25,Ice is actually frozen water.
876077112033202178,2017-06-17 14:00:34,It gets dark at night.
875850557239504900,2017-06-16 23:00:20,You have a 0% chance of turning into a hippo within the next year.
875533462341603329,2017-06-16 02:00:18,Unsharpened pencils are pointless.
875488287779061760,2017-06-15 23:00:48,It is not 2011 anymore.
875171049859624963,2017-06-15 02:00:12,Miley Cyrus and Hannah Montana were the same people.
875125731243806720,2017-06-14 23:00:08,Rocks are not made of toothpaste.
874808709469413376,2017-06-14 02:00:24,100% of all murderers have killed someone.
874763496021516289,2017-06-13 23:00:44,Your belly button isn't an actual button.
874446221921968129,2017-06-13 02:00:00,Today you will breathe.
874400984474284032,2017-06-12 23:00:14,Your chance of death increases by 100% after you're born.
874083899604971520,2017-06-12 02:00:16,DVD players play DVDs.
874038536714027008,2017-06-11 23:00:00,They show sharks during Shark Week.
873902700424986624,2017-06-11 14:00:14,It's easier to text with a cellphone than it is with a carrot.
873721530907324416,2017-06-11 02:00:20,Curtains are not typically made of lettuce.
873676213855948803,2017-06-10 23:00:16,The only cure for world hunger is food.
873540288245051392,2017-06-10 14:00:08,"The letter ""t"" does not appear in the word ""cucumber""."
873359117364211720,2017-06-10 02:00:14,"If you have 2 pens, and your friend Mike has 4 pens, then you have at least one friend."
873313908035117056,2017-06-09 23:00:35,Microwaves do not have toes.
872996761178169345,2017-06-09 02:00:22,Are you awake right now? That means you're not sleeping.
872951408974340097,2017-06-08 23:00:09,"No matter where you go, you will always be where you are."
872634282015154176,2017-06-08 02:00:00,The person you see in the mirror isn't your twin.
872589056055619589,2017-06-07 23:00:17,You cannot ride a bike without a bike.
872271969135284224,2017-06-07 02:00:18,The human body contains enough bones to make up an human skeleton.
872226673021857793,2017-06-06 23:00:18,Water that falls from the sky is called rain.
871909512546058240,2017-06-06 02:00:01,Dead people can't cook.
871864301987999744,2017-06-05 23:00:22,Water is wet.
871547225805074432,2017-06-05 02:00:25,Fire is hot.
871501906476249088,2017-06-04 23:00:20,Spiders cannot fly and we should all be very happy about that.
871365942382649344,2017-06-04 14:00:04,You can't smell music.
871184791433076736,2017-06-04 02:00:14,A crime is illegal.
871139509924179969,2017-06-03 23:00:18,A square is not the same as a circle.
871003619272871936,2017-06-03 14:00:19,Tomorrow is in the future.
870822347615477760,2017-06-03 02:00:01,fav if u obviously want a follow from ostrich
870777101359644672,2017-06-02 23:00:13,Dead people don't go horseback riding.
870460103220224000,2017-06-02 02:00:35,If you took all the veins and arteries out of your body and laid them down on the ground side by side you would be dead.
870414861385256961,2017-06-01 23:00:49,Warm water is warmer than cold water.
870097602611642368,2017-06-01 02:00:08,Oprah is black.
870052306804453376,2017-05-31 23:00:09,"Red paint, smells like blue paint."
869735180898009088,2017-05-31 02:00:00,"If you are hungry and you eat something, chances are you will be less hungry."
869689883161395202,2017-05-30 23:00:00,"Every 60 seconds in Africa, a minute passes."
869372882975109120,2017-05-30 02:00:22,You need peanut butter and jelly to make a peanut butter and jelly sandwich.
869327598878433280,2017-05-29 23:00:25,Radio stations often play music.
869010538902290432,2017-05-29 02:00:32,Today is not Christmas.
868965181824655360,2017-05-28 23:00:18,Research has shown that a lack of light is the leading cause of darkness.
868829299578679296,2017-05-28 14:00:21,You know it's cold outside when you walk outside and it's cold.
868648097278287872,2017-05-28 02:00:19,A raspberry is not the same as a chihuahua.
868602856995205121,2017-05-27 23:00:33,Alligators do not make good house pets.
868466988057841664,2017-05-27 14:00:39,Ignoring someone is great way to let them know you don't want to talk to them.
868285794972307458,2017-05-27 02:00:40,This is a tweet.
868240339374661632,2017-05-26 23:00:02,Today is still not Christmas.
867923275988520961,2017-05-26 02:00:08,Corn and porn are not the same thing.
867877956391239680,2017-05-25 23:00:03,Going fishing is a great way to catch fish.
867560913896919041,2017-05-25 02:00:15,"If you are reading this, you probably have at least one eye."
867515798423826436,2017-05-24 23:00:58,Sometimes strippers act like they like you when really they just want your money.
867198581270343681,2017-05-24 02:00:28,You are reading.
867153241678770177,2017-05-23 23:00:18,Don't set your house on fire.
866790875694862337,2017-05-22 23:00:23,The sun is hot.
866473692838207488,2017-05-22 02:00:01,When you get in water you get wet.
866428529277362176,2017-05-21 23:00:33,August 4th is not December 25th.
866292680351002624,2017-05-21 14:00:44,You're on Twitter.
866111301394759682,2017-05-21 02:00:00,The Milky Way galaxy is not made from milk.
866066074684583936,2017-05-20 23:00:17,Drug addicts tend to do more drugs than people who don't do drugs.
865930143793127424,2017-05-20 14:00:09,Your parents are not virgins.
865749042541801472,2017-05-20 02:00:31,Sharks are the number one cause of shark attacks.
865703630804049921,2017-05-19 23:00:04,Living people are more likely to breathe.
865386564016373764,2017-05-19 02:00:09,If you keep your socks dry they won't get wet.
865341256024588289,2017-05-18 23:00:07,Running fast in a race can help you win first place.
865024138007764992,2017-05-18 02:00:00,You are not sleeping.
864979018789134336,2017-05-17 23:00:43,A lot of dead people have a hard time waking up in the morning.
864661987430735874,2017-05-17 02:00:57,Bald men don't have hair.
864616511675281408,2017-05-16 23:00:14,Jesus did not have a Twitter account.
864299364419686400,2017-05-16 02:00:01,If you are allergic to peanuts you shouldn't eat peanuts.
864254209486618624,2017-05-15 23:00:35,If you pour water on your hands you have wet hands.
863937014391074820,2017-05-15 02:00:10,Studies have confirmed that blind people can't see.
863891768026312704,2017-05-14 23:00:22,"If you text a ketchup bottle, there's a good chance it won't answer."
863755779861618690,2017-05-14 14:00:00,Fish live in water.
863574632766504960,2017-05-14 02:00:11,Fire is hot.
863529324787511296,2017-05-13 23:00:09,It is still not Christmas.
863393441149046787,2017-05-13 14:00:12,Old people are old.
863212223384125440,2017-05-13 02:00:06,Wiz Khalifa smokes weed.
863166988532711424,2017-05-12 23:00:21,Take your age and subtract 5 from it. That was your age 5 years ago.
862849920591646720,2017-05-12 02:00:26,You are not a banana.
862804515795415041,2017-05-11 23:00:01,Saltwater is salty.
862487427193212928,2017-05-11 02:00:01,You were born on your birthday.
862442180341837830,2017-05-10 23:00:13,The cops can't handcuff you if you cut off your hands.
862125111792500737,2017-05-10 02:00:18,Blind people have trouble seeing.
862079735505055744,2017-05-09 23:00:00,This is a tweet.
861762692675235840,2017-05-09 02:00:11,Weights are heavy.
861717519056470016,2017-05-08 23:00:41,Eating magnets won't make you attractive.
861400310899757061,2017-05-08 02:00:12,Food is an important part of a balanced diet.
861355006947196928,2017-05-07 23:00:11,People are born naked.
861219242087239681,2017-05-07 14:00:42,"Shorts are like pants, but shorter."
